Name,Date,Time,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Heat Index,"THW
Index","THSW
Index",Bar,Rain,Rain Rate,Solar Rad.,Solar Energy,Column22,Hi,"UV
Index","UV
Dose",Hi UV,Heat D-D,Cool D-D,In Temp,In Hum,In Dew,In Heat,In EMC,In Air Density,ET,Wind Samp,Wind Tx,"ISS
Recept",Arc. Int.
Table 1,11/27/2023,0:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,0:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,0:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,1:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,1:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,1:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,1:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,2:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,2:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,2:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,2:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,3:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,3:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,3:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,3:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,4:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,4:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,4:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,4:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.1,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,5:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,5:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,5:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,5:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,6:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,6:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.1,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,6:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,6:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,7:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,7:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,7:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,7:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,8:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,8:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,8:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1001.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,8:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,9:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,9:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.1,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,9:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,9:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,10:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,10:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,10:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,10:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,11:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1002.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,11:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,11:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,11:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,12:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,12:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,12:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,12:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,13:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,13:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,13:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,13:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,14:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,14:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,14:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,14:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,15:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1003.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,15:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.1,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,15:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,15:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,16:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,16:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,16:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,16:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1004.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,17:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,17:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,17:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,17:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,18:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,18:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,18:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,18:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,19:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,19:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,19:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.3,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,19:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,20:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,20:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,20:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.5,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,20:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,21:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,21:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1005.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,21:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,21:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.6,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,22:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,22:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1006.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,22:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.1,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,22:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,23:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.7,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,23:15,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1007.9,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,23:30,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.2,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/27/2023,23:45,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.4,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 1,11/28/2023,00:00,---,---,---,---,---,0,---,0,0,---,---,---,---,---,1008.8,0,0,---,---,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,0:15,23.1,23.1,22.9,91,21.5,0,---,0,0,---,23.1,24.4,24.4,---,1009.2,0,0,8,0.17,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,0:30,23.1,23.1,23.1,91,21.5,0,---,0,0,---,23.1,24.4,24.4,---,1009.5,0,0,9,0.19,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,0:45,23,23.1,23,91,21.5,0,---,0,0,---,23,24.4,24.4,---,1009.6,0,0,14,0.3,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,1:00,23.1,23.1,23,91,21.5,0,---,0,0,---,23.1,24.4,24.4,---,1009.7,0,0,28,0.6,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,1:15,23.1,23.1,23,91,21.6,0,---,0,0,---,23.1,24.5,24.5,---,1010.1,0,0,62,1.33,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,1:30,23.2,23.2,23.1,91,21.6,0,---,0,0,---,23.2,24.6,24.6,---,1010.3,0,0,101,2.17,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,1:45,23.2,23.2,23.2,90,21.5,0,---,0,0,---,23.2,24.6,24.6,---,1010.6,0,0,97,2.09,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,2:00,23.3,23.3,23.2,90,21.5,0,---,0,0,---,23.3,24.6,24.6,---,1010.7,0,0,86,1.85,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,2:15,23.3,23.4,23.3,90,21.6,0,---,0,0,---,23.3,24.7,24.7,---,1010.8,0,0,136,2.92,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,2:30,23.5,23.5,23.3,90,21.8,0,---,0,0,---,23.5,25,25,---,1010.8,0,0,185,3.98,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,2:45,23.7,23.7,23.6,89,21.8,0,---,0,0,---,23.7,25.4,25.4,---,1010.9,0,0,253,5.44,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,3:00,23.8,23.8,23.7,90,22,0,---,0,0,---,23.8,25.6,25.6,---,1010.8,0,0,193,4.15,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,3:15,23.8,23.8,23.7,90,22.1,0,---,0,0,---,23.8,25.7,25.7,---,1010.7,0,0,193,4.15,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,3:30,23.8,23.9,23.8,89,21.9,0,---,0,0,---,23.8,25.6,25.6,---,1010.8,0,0,143,3.07,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,3:45,23.7,23.8,23.7,89,21.8,0,---,0,0,---,23.7,25.4,25.4,---,1010.8,0,0,87,1.87,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,4:00,23.7,23.7,23.7,89,21.8,0,---,0,0,---,23.7,25.4,25.4,---,1010.7,0,0,140,3.01,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,4:15,23.9,23.9,23.7,89,22,0,---,0,0,---,23.9,25.7,25.7,---,1010.3,0,0,219,4.71,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,4:30,24,24,23.8,89,22.1,0,---,0,0,---,24,25.8,25.8,---,1010.2,0,0,188,4.04,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,4:45,24.1,24.1,24,89,22.2,0,---,0,0,---,24.1,26,26,---,1009.8,0,0,157,3.38,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,5:00,24.4,24.4,24.1,88,22.3,0,---,0,0,---,24.4,26.3,26.3,---,1009.6,0,0,388,8.34,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,5:15,24.8,24.9,24.4,89,22.9,0,---,0,0,---,24.8,26.9,26.9,---,1009.3,0,0,467,10.04,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,5:30,25.1,25.1,24.9,87,22.8,0,---,0,0,---,25.1,27.3,27.3,---,1009,0,0,482,10.36,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,5:45,25.4,25.4,25.1,88,23.3,0,---,0,0,---,25.4,27.8,27.8,---,1008.8,0,0,687,14.77,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,6:00,25.4,25.7,25.4,86,22.9,0,---,0,0,---,25.4,27.7,27.7,---,1008.5,0,0,755,16.23,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,6:15,25.7,25.7,25.4,86,23.2,0,---,0,0,---,25.7,28.2,28.2,---,1008.2,0,0,771,16.58,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,6:30,25.9,25.9,25.7,86,23.4,0,---,0,0,---,25.9,28.6,28.6,---,1008.2,0,0,722,15.53,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,6:45,25.8,26.1,25.8,85,23.1,0,---,0,0,---,25.8,28.2,28.2,---,1008.1,0,0,497,10.69,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,7:00,25.9,25.9,25.8,85,23.2,0,---,0,0,---,25.9,28.4,28.4,---,1008,0,0,576,12.39,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,7:15,25.8,26.1,25.8,85,23.1,0,---,0,0,---,25.8,28.3,28.3,---,1008.1,0,0,409,8.79,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,7:30,25.7,25.9,25.6,86,23.1,0,---,0,0,---,25.7,28.1,28.1,---,1007.9,0,0,263,5.66,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,7:45,25.6,25.7,25.5,87,23.3,0,---,0,0,---,25.6,28.1,28.1,---,1007.9,0,0,227,4.88,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,8:00,25.8,25.8,25.6,86,23.3,0,---,0,0,---,25.8,28.3,28.3,---,1008,0,0,247,5.31,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,8:15,26,26.1,25.7,86,23.5,0,---,0,0,---,26,28.7,28.7,---,1008.1,0,0,285,6.13,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,8:30,26.1,26.2,25.9,85,23.3,0,---,0,0,---,26.1,28.6,28.6,---,1008,0,0,291,6.26,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,8:45,25.8,26.1,25.8,85,23.1,0,---,0,0,---,25.8,28.3,28.3,---,1008.1,0,0,124,2.67,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,9:00,25.9,25.9,25.8,85,23.2,0,---,0,0,---,25.9,28.4,28.4,---,1008.2,0,0,148,3.18,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,9:15,25.8,26.1,25.8,85,23.1,0,---,0,0,---,25.8,28.3,28.3,---,1008.5,0,0,177,3.81,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,9:30,25.6,25.8,25.6,86,23,0,---,0,0,---,25.6,27.9,27.9,---,1008.6,0,0,67,1.44,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,9:45,25.5,25.6,25.5,86,23,0,---,0,0,---,25.5,27.8,27.8,---,1008.8,0,0,71,1.53,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,10:00,25.4,25.6,25.4,87,23.1,0,---,0,0,---,25.4,27.7,27.7,---,1009,0,0,33,0.71,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,10:15,25.3,25.4,25.3,87,23,0,---,0,0,---,25.3,27.6,27.6,---,1009.1,0,0,16,0.34,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,10:30,25.2,25.3,25.2,87,22.9,0,---,0,0,---,25.2,27.4,27.4,---,1009.4,0,0,3,0.06,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,10:45,25.1,25.2,25.1,88,23,0,---,0,0,---,25.1,27.3,27.3,---,1009.6,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,11:00,25.1,25.1,25,89,23.1,0,---,0,0,---,25.1,27.3,27.3,---,1009.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,11:15,25,25.1,24.9,89,23.1,0,---,0,0,---,25,27.2,27.2,---,1009.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,11:30,24.8,25,24.8,90,23.1,0,---,0,0,---,24.8,26.9,26.9,---,1010.1,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,11:45,24.6,24.9,24.6,90,22.9,0,---,0,0,---,24.6,26.7,26.7,---,1010.4,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,12:00,24.6,24.7,24.5,90,22.8,0,---,0,0,---,24.6,26.6,26.6,---,1010.7,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,12:15,24.6,24.6,24.5,90,22.8,0,---,0,0,---,24.6,26.6,26.6,---,1011.2,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,12:30,24.4,24.6,24.4,90,22.7,0,---,0,0,---,24.4,26.4,26.4,---,1011.5,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,12:45,24.4,24.4,24.4,90,22.6,0,---,0,0,---,24.4,26.3,26.3,---,1011.7,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,13:00,24.4,24.5,24.4,90,22.7,0,---,0,0,---,24.4,26.4,26.4,---,1011.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,13:15,24.4,24.4,24.4,91,22.8,0,---,0,0,---,24.4,26.4,26.4,---,1012.1,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,13:30,24.4,24.4,24.3,90,22.7,0,---,0,0,---,24.4,26.4,26.4,---,1012.1,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,13:45,24.3,24.5,24.3,90,22.6,0,---,0,0,---,24.3,26.3,26.3,---,1012.3,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,14:00,24.2,24.3,24.2,90,22.5,0,---,0,0,---,24.2,26.2,26.2,---,1012.2,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,14:15,24.2,24.2,24.2,90,22.4,0,---,0,0,---,24.2,26.1,26.1,---,1012.4,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,14:30,24.1,24.2,24.1,90,22.4,0,---,0,0,---,24.1,26,26,---,1012.4,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,14:45,24.1,24.1,24.1,89,22.1,0,---,0,0,---,24.1,25.9,25.9,---,1012.4,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,15:00,24.1,24.1,24.1,89,22.2,0,---,0,0,---,24.1,26,26,---,1012.5,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,15:15,24.1,24.1,24.1,89,22.2,0,---,0,0,---,24.1,26,26,---,1012.5,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,15:30,24,24.1,24,89,22.1,0,---,0,0,---,24,25.8,25.8,---,1012.3,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,15:45,24,24.1,24,89,22.1,0,---,0,0,---,24,25.8,25.8,---,1012.2,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,16:00,24,24,23.9,89,22.1,0,---,0,0,---,24,25.8,25.8,---,1012.2,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,16:15,24,24.1,23.9,89,22.1,0,---,0,0,---,24,25.8,25.8,---,1012,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,16:30,24,24,23.9,88,21.9,0,---,0,0,---,24,25.8,25.8,---,1011.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,16:45,23.9,24,23.9,89,22,0,---,0,0,---,23.9,25.7,25.7,---,1011.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,17:00,23.8,23.9,23.8,90,22.1,0,---,0,0,---,23.8,25.7,25.7,---,1011.5,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,17:15,23.7,23.8,23.7,89,21.7,0,---,0,0,---,23.7,25.3,25.3,---,1011.4,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,17:30,23.7,23.7,23.7,90,21.9,0,---,0,0,---,23.7,25.3,25.3,---,1011.1,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,17:45,23.4,23.7,23.4,91,21.9,0,---,0,0,---,23.4,24.9,24.9,---,1010.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,18:00,23.4,23.5,23.4,90,21.7,0,---,0,0,---,23.4,24.8,24.8,---,1010.8,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,18:15,23.4,23.4,23.3,91,21.8,0,---,0,0,---,23.4,24.8,24.8,---,1010.9,0,0,0,0,,,,,,,,,,,,,,,,,,
Table 2,11/28/2023,18:30,23.3,23.4,23.3,91,21.8,0,---,0,0,---,23.3,24.7,24.7,---,1010.8,0,0,0,0,,,,,,,,,,,,,,,,,,
